x,y,population_density,traffic_flow,competitor_count,is_commercial
4.189.254.495.045.470,5.954.148.016.201.080,8.029.358.994.943.110,1.662.072.166.505.130,3,1
9.148.459.010.681,8.865.954.415.023.980,2.417.766.325.003.040,5.701.147.330.251.490,0,0
3.623.938.991.166.330,4.109.425.523.501.090,7.075.640.134.246.790,11.936.851.327.024.400,2,1
5.805.883.502.780.430,6.043.044.198.214.780,8.491.338.200.544.320,1.574.830.139.264.900,5,1
6.322.642.879.195.300,6.300.186.806.188.270,6.060.477.687.316.610,9.385.881.837.155.860,2,1
13.094.456.588.333.600,4.173.829.418.004.730,24.876.262.903.249.600,49.278.140.071.272.900,0,0
6.635.373.720.167.100,14.431.204.368.748.100,19.283.707.499.631.600,7.947.410.778.806.420,0,1
17.803.596.686.975.100,9.355.940.691.233.550,38.645.055.636.374.400,4.352.304.476.398.690,0,0
9.610.703.174.694.550,166.715.505.996.331,30.327.653.672.211.700,37.579.432.775.441.700,0,0
14.866.272.775.311.200,8.735.342.642.452.140,9.890.051.295.650.580,45.539.643.275.459.400,0,0
41.462.412.372.702.300,23.647.491.223.869.400,3.623.923.172.610.960,14.822.033.799.557.800,2,0
8.534.966.807.864.380,21.150.674.928.176.800,38.211.356.690.420.900,26.252.007.608.986.700,0,0
9.968.742.518.459.470,7.360.354.004.260.650,14.593.828.813.866.400,5.700.287.235.291.980,0,0
5.021.950.103.312.420,3.200.161.130.873.910,6.083.472.110.950.550,22.216.708.740.463.000,6,0
5.953.850.173.200.430,5.060.446.924.118.360,8.827.805.551.037.520,15.123.764.940.574.900,2,1
67.076.477.388.427.400,1.625.110.652.974.560,4.956.430.213.153.180,4.798.353.238.965.820,0,0
7.499.604.703.991.770,9.597.457.214.619.690,48.829.536.096.734.700,5.604.959.182.603.400,0,0
20.990.559.309.558.500,8.515.814.000.172.370,9.306.527.501.484.540,48.022.139.096.163.400,0,0
8.980.542.894.407.130,8.637.896.229.650.030,15.121.927.833.963.300,5.095.479.764.774.640,0,0
20.513.964.048.200.700,4.067.737.485.720.050,28.289.330.191.451.600,5.157.150.224.103.040,1,0
19.068.772.066.366.600,7.623.612.137.071.720,1.659.985.084.040.760,4.284.425.896.697.570,2,1
3.654.966.784.809.480,14.387.615.538.978.000,-9.395.492.878.346.770,6.683.213.527.121.090,0,0
47.206.694.510.999.900,8.619.002.591.780.270,5.723.752.622.398.170,17.938.922.067.159.700,0,0
5.648.411.332.626.160,19.972.932.578.028.100,5.814.354.427.060.040,1.787.443.727.543.150,2,0
6.570.863.942.835.230,58.660.173.740.456.000,1.300.277.670.766.770,49.000.060.197.693.600,0,0
7.755.276.166.950.100,4.553.949.052.479.400,4.067.825.190.008.820,7.237.814.686.347.230,2,0
4.532.888.347.480.270,51.801.534.890.851.900,9.302.969.014.192.860,18.790.520.917.060.400,5,1
52.439.026.932.758.000,7.463.140.417.219.400,12.215.803.193.318.400,19.200.500.640.649.600,0,0
4.407.627.469.382.280,42.268.661.965.742.500,905.547.931.544.938,173.384.502.343.077,4,1
400.763.060.875.326,7.180.681.612.008.600,48.603.020.287.808.900,1.420.728.821.265.580,7,0
5.596.403.313.082.170,4.426.937.019.674.350,9.043.867.329.791.290,1.641.324.830.644.610,5,0
1.552.402.459.307.120,7.322.192.063.122.220,14.581.551.411.682.600,4.272.494.057.065.040,0,0
1.819.281.304.952.710,2.330.189.643.968.340,121.456.600.308.422,3.310.383.668.089.770,0,0
8.617.856.210.135.170,8.131.420.044.817.250,5.873.752.539.590.430,4.098.594.401.065.060,0,0
9.461.154.621.336.320,5.884.312.404.534.520,9.875.410.756.153.320,50.946.217.161.750.200,1,0
37.330.931.627.975.200,21.076.309.942.990.600,2.762.973.328.315.750,12.023.102.781.054.200,0,0
27.074.467.314.355.300,23.672.047.585.383.200,26.501.934.252.445.700,4.104.119.830.795.600,1,0
6.439.995.432.390.150,628.030.464.569.537,6.050.618.592.280.290,10.181.636.509.168.500,3,1
4.087.341.710.980.960,8.299.395.932.124.430,2.508.159.439.972.310,1.545.393.887.435.220,3,0
2.538.635.566.034.480,4.156.277.820.291.550,977.796.671.525.665,4.837.280.414.268.210,0,0
15.615.259.736.619.000,2.583.004.291.275.920,6.858.805.174.961.890,4.406.831.074.312.010,0,0
7.159.722.288.473.970,8.670.116.069.106.000,9.334.646.210.097.570,6.044.067.566.341.120,0,0
6.589.239.419.101.510,669.268.291.750.835,5.440.048.523.072.600,870.197.642.671.076,2,1
2.709.599.250.348.340,4.480.854.872.830.760,937.794.000.807.916,4.363.478.298.087.530,0,0
22.197.216.193.294.900,48.790.019.527.930.100,3.746.691.584.218.130,5.488.275.557.253.390,3,0
2.310.747.965.880.710,2.042.564.679.363.960,11.365.935.014.603.400,7.711.023.125.462.390,0,0
6.718.927.435.987.280,62.680.263.006.484.300,5.940.195.899.241.210,7.679.906.269.483.920,3,1
19.710.537.754.364.100,3.587.425.105.428.880,7.909.786.533.519.580,468.200.425.416.204,0,0
10.410.858.198.457.300,9.956.451.766.743.490,-28.400.612.208.801.300,4.954.227.795.667.490,0,0
7.999.160.853.731.890,4.801.835.152.618.870,2.871.487.113.032.340,4.479.700.476.650.230,4,0
1.785.446.620.543.330,4.858.856.061.896.130,2.808.859.055.927.340,6.183.788.178.857.110,1,0
6.527.461.078.518.740,5.658.517.874.106.710,7.265.009.325.236.870,7.300.620.740.086.440,3,0
2.381.827.810.467.260,9.167.560.031.187.460,394.440.321.634.829,4.956.003.437.485.830,0,0
9.944.139.275.934.510,8.008.180.998.597.500,6.380.320.139.426.910,5.823.234.410.690.800,1,0
24.317.219.099.945.400,45.113.006.979.784.100,4.042.513.955.252.400,5.260.246.295.494.490,1,1
7.222.669.318.556.590,718.699.265.972.796,23.315.070.200.654.300,5.447.769.694.373.570,1,0
8.556.964.681.062.850,5.862.354.987.807.610,17.469.293.323.280.600,5.467.594.427.426.200,1,0
8.302.198.645.669.910,4.923.670.487.012.480,2.575.861.320.050.300,5.970.642.457.443.140,1,0
3.971.835.296.184.540,19.231.577.278.435.000,26.006.220.303.568.600,14.052.421.264.614.200,2,0
6.680.851.365.706.460,4.639.362.634.548.900,65.638.037.670.864.500,785.130.769.025.609,2,0
20.498.429.541.582.000,24.581.858.702.257.400,9.576.911.176.475.810,5.649.474.093.687.070,1,0
29.314.773.026.101.300,9.148.421.498.516.540,5.272.874.903.984.620,6.363.844.785.483.030,0,0
8.963.358.185.211.190,33.540.681.349.634.600,12.697.194.377.261.700,5.751.009.217.149.490,1,0
13.001.923.510.736.000,9.522.640.145.333.720,4.168.627.360.190.350,6.483.365.072.147.870,0,0
8.550.853.085.446.800,5.330.552.900.947.110,15.081.845.990.548.500,23.972.121.424.359.400,1,0
2.078.862.551.460.270,6.315.443.786.761.600,25.274.668.390.937.400,5.321.524.920.781.920,0,1
26.532.203.873.819.700,5.429.404.444.893.270,24.685.876.567.879.200,3.264.469.422.087.060,0,0
18.143.543.508.979.700,1.293.806.169.667.000,6.541.194.683.816.580,7.535.632.824.639.810,0,0
58.304.156.096.969.200,375.821.219.007.941,7.756.281.733.584.870,15.157.358.318.374.200,3,1
421.424.550.592.498,9.914.611.227.762.390,1.362.222.106.273.670,16.762.333.333.092.200,0,0
8.926.717.110.769.740,6.229.540.441.833.810,6.004.748.724.958.850,4.971.410.964.964.070,0,0
817.443.561.738.441,4.468.741.952.004.380,2.479.160.950.342.680,4.294.165.395.272.480,2,0
341.817.351.697.876,7.779.849.715.709.360,2.775.034.669.803.550,8.370.847.788.527.510,3,0
2.594.234.334.312.920,22.047.048.099.936.900,19.726.847.665.267.000,7.416.115.502.710.730,3,0
3.796.924.081.672.660,1.645.660.584.293.340,227.481.234.619.739,13.230.287.379.923.300,3,0
5.902.949.425.148.070,4.063.322.309.637.670,81.362.781.404.767,16.921.670.891.124.000,3,1
26.806.364.082.287.600,9.265.853.832.183.810,62.414.199.466.442,6.073.948.761.084.970,0,0
624.148.907.849.134,7.104.218.150.124.110,4.767.447.597.278.340,12.228.619.628.950.300,4,1
40.941.165.219.124.000,4.189.236.247.929.180,8.518.845.392.240.840,1.468.445.242.950.170,4,1
55.204.718.085.198.000,51.727.216.975.431.000,9.724.932.596.441.820,17.812.819.798.289.000,5,1
4.361.265.291.353.160,8.421.301.117.709.830,1.114.554.569.903.060,1.619.015.855.181.440,1,0
2.944.657.595.419.170,984.575.896.376.113,23.277.452.026.304.300,6.898.553.836.338.440,0,0
9.484.533.069.621.560,666.407.304.694.919,5.970.624.341.772.610,42.113.976.264.345.300,0,0
7.636.057.941.597.600,28.540.406.846.342.200,2.504.623.790.416.600,5.906.614.827.731.770,3,0
14.011.317.576.645.200,5.858.083.942.152.440,18.870.564.992.920.400,5.193.111.294.303.560,2,0
8.684.679.758.979.120,10.948.236.606.899.300,386.555.434.655.188,530.458.304.748.171,1,0
48.743.119.824.951.300,9.658.366.688.075.830,10.651.824.848.397.000,2.155.711.555.259.790,0,0
8.945.522.268.940.910,17.478.498.788.336.500,46.039.212.240.229.400,4.968.529.869.546.060,1,0
7.998.552.559.473.150,6.480.303.180.552.140,22.766.347.833.928.300,5.924.086.931.431.940,0,0
4.252.135.044.692.330,24.545.446.253.893.000,4.413.613.721.883.750,18.392.222.853.196.000,2,1
224.693.083.201.174,7.175.613.826.485.350,-8.988.736.657.383.230,6.306.784.703.236.840,0,0
26.867.735.938.494.600,7.768.213.672.402.810,16.412.440.615.729.200,7.186.246.977.914.980,0,0
5.416.342.146.608.660,6.734.197.289.114.320,6.820.077.582.608.030,18.448.001.134.122.800,5,1
63.347.821.982.614.700,6.144.994.602.551.920,6.948.669.010.683.300,11.384.419.528.909.800,2,1
25.788.768.543.320.200,8.924.690.939.520.110,3.272.764.337.761.820,44.819.438.255.843.100,0,0
13.935.607.407.282.400,7.862.671.098.975.800,9.896.667.504.238.000,5.521.393.892.689.500,0,0
834.930.236.799.299,3.309.147.657.801.950,15.393.100.855.362.900,5.329.435.934.488.560,0,1
9.844.021.807.035.520,24.828.747.963.084.500,951.140.451.110.031,50.235.055.814.675.000,0,0
5.256.901.823.026.850,9.880.139.620.654.210,7.883.631.138.758.040,2.054.028.372.819.540,0,0
1.716.792.858.483.030,3.893.897.796.668.730,24.424.414.125.073.700,38.606.736.279.738.400,1,1
27.230.732.651.936.800,7.326.126.992.403.980,26.538.675.745.176.600,7.757.693.119.739.860,1,0
18.390.676.547.466.700,6.847.251.638.810.040,1.956.178.246.464.340,5.901.902.540.366.430,1,0
914.298.806.560.499,21.208.123.747.737.700,10.230.827.750.515.100,4.932.177.273.721.300,0,0
11.775.108.289.014.100,23.899.768.021.155.100,11.130.901.829.985.700,48.613.457.813.441.000,2,0
57.651.647.551.425.300,2.812.845.635.530.340,5.288.888.952.842.550,16.673.869.406.473.600,1,1
274.055.220.687.206,41.112.727.825.937.900,4.574.107.212.980.840,7.689.090.873.901.040,2,1
55.417.800.251.579.300,2.343.250.656.505.260,4.205.135.896.828.170,18.054.089.372.333.000,1,1
6.514.203.883.518.640,19.651.482.746.847.800,39.863.912.593.197.700,9.910.679.703.560.610,0,0
8.297.418.037.072.010,8.793.930.568.071.950,33.882.118.503.801.100,50.834.400.686.038.600,0,0
2.064.212.717.606.030,965.609.831.380.884,3.571.389.222.003.660,698.364.356.000.646,0,0
10.995.828.658.480.400,3.415.703.870.315.670,14.534.621.687.091.000,4.631.213.181.508.000,0,0
13.688.563.006.880.700,3.385.068.794.254.720,12.856.648.607.049.500,4.991.049.435.958.120,1,0
9.000.186.418.481.050,7.091.812.774.370.980,10.135.943.547.661.200,6.468.463.842.804.750,0,0
8.738.900.775.625.150,6.802.506.883.303.740,10.108.769.018.731.300,5.160.830.821.959.280,0,0
5.974.131.021.703.080,8.254.398.957.486.280,25.640.744.079.112,15.470.320.848.465.900,3,0
60.051.686.043.365.300,14.660.830.036.000.300,24.107.806.253.093.900,1.313.965.650.201.150,0,0
6.650.366.745.462.550,15.966.634.936.715.000,14.461.509.512.797.800,8.637.483.408.240.680,1,1
1.753.712.786.234.490,7.900.832.499.714.370,4.360.634.440.670.390,656.165.069.118.945,0,0
9.144.119.459.249.590,61.629.074.835.414.400,3.863.894.633.176.970,4.326.458.389.324.520,0,0
4.187.705.248.920.730,4.486.055.762.771.700,6.460.833.415.448.280,15.633.512.655.187.700,0,0
3.831.385.282.494.970,6.225.469.904.622.810,67.887.787.606.978.000,12.834.463.270.893.200,1,1
5.189.177.052.828.370,30.891.772.284.376.600,6.369.648.358.513.960,1.874.482.300.063.900,3,0
4.696.596.677.505.500,36.872.515.547.084.500,6.595.991.515.133.360,45.867.139.218.910.200,1,0
16.628.336.875.607.900,7.697.314.182.968.800,520.097.753.574.453,5.169.888.876.787.510,1,0
7.380.336.164.263.700,8.109.351.926.726.100,9.263.641.426.600.790,5.929.222.827.695.190,0,0
8.279.866.792.512.640,4.003.566.268.398.300,10.915.469.699.420.600,628.284.370.264.128,0,0
6.031.521.094.663.880,9.471.529.360.063.540,7.597.384.435.725.360,1.535.273.365.177.770,0,0
24.534.910.968.132.000,4.064.627.179.520.720,38.576.293.768.340.800,47.299.924.226.887.900,0,0
38.929.561.404.197.600,7.718.360.352.301.090,29.094.287.436.490.300,1.323.896.174.781.210,0,0
28.869.373.677.069.900,4.838.772.645.642.590,5.845.639.362.344.580,7.283.120.380.465.240,1,1
35.567.271.646.494.900,897.532.326.522.084,14.506.580.794.554.600,11.810.124.374.282.700,1,1
7.190.459.051.842.450,9.077.612.436.501.780,7.703.101.158.733.090,7.080.545.547.253.500,1,0
297.121.715.623.175,8.741.680.787.108.380,4.577.267.560.095.910,7.206.588.873.948.570,0,0
5.664.046.402.968.970,9.364.933.313.102.250,8.878.551.739.908.440,17.698.562.038.838.800,1,0
4.760.504.021.990.990,8.255.348.415.204.150,2.230.099.043.577.820,2.024.969.156.488.190,0,0
6.636.711.653.626.480,7.913.107.143.126.660,2.794.164.450.668.050,8.002.278.856.405.910,1,0
936.829.739.324.758,20.091.133.968.552.200,32.549.371.085.781.900,5.193.876.455.090.830,0,0
7.325.720.972.102.500,8.051.192.087.546.640,10.579.751.218.521.700,7.462.728.523.791.340,0,0
21.494.037.859.075.600,8.501.327.346.850.360,6.920.609.853.229.080,50.506.165.315.616.600,0,0
31.183.135.061.284.600,28.915.033.445.415.000,50.668.587.698.838.300,5.129.699.821.893.810,0,0
2.622.640.442.998.250,9.522.600.783.623.230,282.735.751.898.922,564.629.600.276.044,0,0
59.507.793.070.025.400,4.986.014.639.916.420,6.267.019.226.182.600,1.223.154.234.410.660,0,0
51.425.813.484.250.300,14.990.925.324.713.900,-1.926.222.330.605.040,5.021.230.915.286.980,0,0
49.636.624.720.123.600,5.375.811.380.515.140,9.993.347.287.600.200,20.291.892.079.440.900,7,1
5.968.428.489.168.890,57.579.247.112.230.900,80.830.101.611.804.800,13.872.606.670.145.900,1,0
33.424.389.081.696.000,6.451.500.833.009.030,4.804.015.064.557.380,7.642.684.037.537.010,1,1
7.709.122.037.458.210,16.969.129.315.466.400,1.048.732.589.281.340,45.016.662.956.090.600,1,0
1.065.982.531.337.710,9.603.667.746.221.300,396.506.844.500.377,5.770.725.141.820.290,1,0
7.513.778.173.580.870,4.458.809.273.414.390,-3.770.489.198.248.500,6.974.329.501.708.800,0,0
7.281.887.562.036.030,14.306.195.272.340.200,1.582.328.928.066.260,7.492.638.446.661.370,1,0
49.549.131.620.619.800,1.401.451.752.605.690,650.766.114.786.694,1.864.041.556.857.280,1,0
6.884.023.964.277.360,56.685.843.329.409.400,6.169.549.281.087.650,8.397.455.830.848.000,3,1
4.348.273.386.037.460,9.322.668.839.209.720,8.788.989.653.888.500,16.466.773.195.535.800,0,1
24.640.203.323.910.600,6.659.471.660.804.640,3.151.808.848.491.620,50.197.037.998.989.600,4,1
8.191.023.176.741.990,8.226.574.684.804.270,6.831.384.166.137.330,46.302.733.632.913.900,0,0
7.994.158.789.689.790,13.281.203.458.580.000,7.808.755.158.546.380,587.564.478.929.623,0,0
6.946.964.708.544.260,5.420.152.984.797.260,6.249.485.470.019.880,8.213.271.402.494.350,4,1
2.721.451.372.299.620,4.595.629.775.055.210,4.839.344.138.427.970,6.020.658.837.905.830,2,0
59.023.066.686.908.700,498.967.944.220.793,8.709.487.337.418.030,14.902.806.729.038.400,2,1
3.609.738.969.400.260,7.221.318.533.518.790,46.033.084.149.435.600,1.117.094.326.392.450,1,0
9.158.207.332.663.410,6.844.353.610.693.070,1.426.159.308.859.880,5.571.575.193.070.870,0,0
9.173.135.754.622.420,50.322.041.485.863.400,12.929.004.650.043.800,6.178.705.746.207.340,1,0
1.368.186.309.189.610,7.651.488.498.612.630,8.898.857.190.724.420,37.361.351.033.697.300,0,0
9.502.373.538.208.020,4.852.906.340.617.150,474.075.436.697.374,5.020.621.932.734.110,0,0
44.600.577.295.795.500,14.938.163.622.643.200,22.609.991.925.551.500,16.897.338.058.206.400,0,0
18.513.292.883.861.900,648.256.954.077.822,21.652.712.055.357.200,505.456.098.115.651,1,0
54.190.094.737.835.800,17.238.636.210.516.600,2.621.686.899.281.210,18.513.198.797.411.100,2,0
8.729.458.358.764.080,8.723.945.633.548.140,1.753.801.003.706.790,4.967.566.515.494.050,0,0
7.322.248.864.095.610,61.311.623.906.924.100,4.390.966.532.621.900,5.211.955.314.581.550,3,1
8.065.611.478.614.490,15.720.388.355.695.400,5.838.901.160.370.720,36.492.776.539.800.000,1,0
6.587.833.667.107.170,9.623.380.574.812.060,27.464.745.705.562.000,7.157.787.254.500.990,0,0
6.922.765.645.178.520,5.183.654.633.353.200,6.493.142.762.362.770,723.088.508.551.934,5,0
8.491.956.515.653.190,7.289.845.187.165.500,-23.859.049.369.510.700,46.027.470.349.024.000,0,0
24.966.800.885.918.500,6.268.329.044.150.670,39.060.341.611.887.800,4.977.665.372.555.840,0,0
48.942.496.364.314.000,2.531.989.070.128.100,4.869.014.744.084.050,21.238.908.973.307.700,3,1
22.120.944.181.960.200,8.036.934.518.773.020,9.311.251.894.166.520,44.484.069.067.921.300,0,0
987.668.007.996.647,8.178.220.735.661.900,-10.135.645.599.791.800,6.416.936.858.611.070,0,0
9.440.593.396.866.130,9.789.473.558.546.610,-18.575.430.371.861.400,6.624.627.522.335.040,0,0
394.268.113.685.059,50.186.953.102.450.300,7.899.656.405.258.410,3.049.470.895.331.910,0,0
7.055.751.725.156.880,45.495.687.972.773.700,5.702.762.576.959.240,690.539.902.993.088,1,1
9.252.483.174.156.650,7.534.756.054.464.800,5.972.723.659.710.940,4.602.078.861.507.920,1,0
18.057.534.512.733.300,13.247.065.634.192.600,10.450.794.306.531.000,21.795.005.460.254.200,1,0
5.679.452.305.526.290,5.469.155.137.931.240,9.030.785.036.915.720,15.463.502.122.569.900,5,1
9.154.882.975.880.410,54.624.760.013.085.000,6.106.541.338.645.280,5.777.611.989.544.170,0,0
3.394.597.858.579.880,8.947.312.281.038.720,3.283.052.419.888.330,701.948.733.415.049,0,0
69.742.026.724.684,41.798.408.550.691.300,61.530.872.319.069.900,8.039.483.959.713.340,3,0
29.734.900.737.255.000,853.284.798.567.202,1.375.317.680.730.080,72.481.570.422.148,0,1
9.243.961.953.765.300,8.561.536.219.946.600,-11.073.616.512.531.200,4.980.508.415.953.490,0,0
9.710.582.451.653.670,99.237.664.919.681,4.668.077.245.601.920,6.682.890.782.814.050,0,0
9.442.664.891.134.330,9.072.088.274.783.080,-2.310.437.796.124.190,714.901.580.170.471,0,0
4.742.142.166.574.630,2.626.954.770.019.350,5.098.350.651.947.980,18.922.675.641.113.900,1,1
8.620.426.509.893.130,8.747.660.625.539.930,-6.966.481.841.989.730,30.213.850.073.218.500,0,0
8.445.493.985.350.700,12.890.258.507.349.800,3.154.105.806.778.290,294.146.254.190.152,0,0
31.910.047.324.325.500,7.199.968.026.274.460,33.262.022.356.443.800,9.242.566.238.233.150,4,0
8.289.154.741.506.770,10.116.561.961.310.300,39.217.674.798.807.600,5.020.065.081.194.860,0,0
3.700.763.471.549.260,6.231.378.537.478.250,45.761.954.801.236.100,5.183.574.019.795.870,0,0
596.269.878.482.053,3.560.672.991.191.440,6.927.252.149.550.510,12.646.515.032.847.700,5,1
23.000.883.728.770.300,788.913.962.965.867,1.422.942.753.667.810,4.638.725.735.822.330,0,0
12.056.688.577.727.800,2.336.904.488.253.630,385.444.915.645.057,47.157.350.710.388.300,0,0
7.695.320.162.920.910,63.920.182.938.995.900,10.260.635.255.122.600,520.978.749.909.712,0,1
6.962.887.758.781.390,23.568.253.457.588.400,25.650.687.671.827.100,6.786.342.839.809.170,1,0
3.398.749.637.680.660,7.136.602.831.121.530,3.805.343.407.637.570,8.124.894.858.534.530,3,0
7.247.667.715.287.610,8.736.780.345.607.480,16.006.180.952.252.300,5.415.101.331.405.150,0,1
6.535.634.079.894.230,12.680.179.912.676.000,30.825.852.098.959.000,6.209.508.650.013.000,1,0
31.529.033.783.061.000,8.665.956.885.955.030,11.708.034.648.033.200,7.968.963.995.130.050,1,0
53.949.129.237.533.700,5.935.752.544.142.970,9.214.752.552.652.440,194.869.269.389.041,2,1
7.907.231.648.389.630,12.711.049.086.702.300,11.639.490.574.455.600,4.320.287.393.347.710,0,0
31.875.250.293.206.900,427.541.855.359.712,6.167.411.976.820.140,4.948.516.901.349.560,3,0
6.258.913.764.370.090,1.608.602.934.850.970,2.052.174.730.394.310,11.268.031.934.915.100,1,0
885.977.748.236.187,7.003.478.888.665.690,644.054.471.941.736,4.142.160.309.918.350,1,1
